eval_loss,eval_Accuracy,eval_F1_Micro,eval_F1_Macro,eval_F1_Weighted,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,TrainingTime,EvaluationTime,Model,Strategy,TrainingDataPercent
1.2362641096115112,0.636622675464907,0.636622675464907,0.12857868199851946,0.550504253807014,28.6622,465.283,1.849,10.0,522.5532312393188,28.665352821350098,google-bert/bert-base-uncased,lora,5
0.695475697517395,0.7431013797240552,0.7431013797240552,0.23943297941403327,0.6931065817798434,28.0592,475.281,1.889,9.886227544910179,948.6133923530579,28.062376737594604,google-bert/bert-base-uncased,lora,10
0.5893169045448303,0.7661967606478705,0.7661967606478705,0.2584925147335272,0.7070063585943772,28.2865,471.462,1.874,9.92430278884462,979.8221778869629,28.289867162704468,google-bert/bert-base-uncased,lora,15
0.5462515950202942,0.7747450509898021,0.7747450509898021,0.27256113086588774,0.7200660918781392,31.8049,419.307,1.666,10.0,1228.3631806373596,31.808104276657104,google-bert/bert-base-uncased,lora,20
0.5191739201545715,0.7878674265146971,0.7878674265146971,0.30042403595827954,0.747614004067226,28.0901,474.758,1.887,9.954436450839328,1662.6121373176575,28.093448638916016,google-bert/bert-base-uncased,lora,25
0.49532550573349,0.8020395920815837,0.8020395920815837,0.327179574345295,0.776688669116142,28.5426,467.232,1.857,9.962075848303392,1688.582187652588,28.546066999435425,google-bert/bert-base-uncased,lora,30
0.48314112424850464,0.8057138572285543,0.8057138572285543,0.3263697459949609,0.7764330641126543,28.0616,475.24,1.889,10.0,2167.5027537345886,28.06471347808838,google-bert/bert-base-uncased,lora,35
0.4513188302516937,0.8264097180563887,0.8264097180563887,0.34912886336512877,0.8072753138748836,28.601,466.277,1.853,9.97151424287856,2160.420333147049,28.604087352752686,google-bert/bert-base-uncased,lora,40
0.44068148732185364,0.8335332933413317,0.8335332933413317,0.354464433877376,0.8146985528441746,27.9934,476.399,1.893,9.974700399467377,2642.869414806366,27.99629282951355,google-bert/bert-base-uncased,lora,45
0.42657774686813354,0.8383323335332934,0.8383323335332934,0.35820448670235033,0.819822234224968,31.2699,426.481,1.695,10.0,2660.3499751091003,31.272949934005737,google-bert/bert-base-uncased,lora,50
0.41292762756347656,0.8451559688062388,0.8451559688062388,0.3631721971572212,0.8269500973811891,28.2082,472.771,1.879,9.97928026172301,3085.0941989421844,28.21130394935608,google-bert/bert-base-uncased,lora,55
0.4019085466861725,0.8489052189562087,0.8489052189562087,0.36634060417070874,0.8312968571350721,27.8287,479.217,1.905,9.98101898101898,3373.0813462734222,27.831580877304077,google-bert/bert-base-uncased,lora,60
0.39456069469451904,0.8514547090581883,0.8514547090581883,0.3825840388747134,0.8375092658399987,28.2867,471.459,1.874,10.0,3309.475986480713,28.28947401046753,google-bert/bert-base-uncased,lora,65
0.3882771134376526,0.8570785842831433,0.8570785842831433,0.38619813344781223,0.8426771133228586,27.7236,481.035,1.912,9.983718937446444,3841.0294535160065,27.726316690444946,google-bert/bert-base-uncased,lora,70
0.38160592317581177,0.8553539292141572,0.8553539292141572,0.37110912557282877,0.8378896041644269,51.0014,261.483,1.039,9.984812150279776,3889.4808530807495,51.00425839424133,google-bert/bert-base-uncased,lora,75
0.37492644786834717,0.859628074385123,0.859628074385123,0.3742201449143126,0.8418877698674888,28.4025,469.536,1.866,10.0,4162.970952987671,28.405771255493164,google-bert/bert-base-uncased,lora,80
0.37122392654418945,0.8612777444511098,0.8612777444511098,0.39498291901758564,0.8486361098810677,27.8118,479.509,1.906,9.986591390261115,4574.772570848465,27.8150315284729,google-bert/bert-base-uncased,lora,85
0.3598029315471649,0.863377324535093,0.863377324535093,0.40640716088993134,0.8536653093325791,31.8369,418.885,1.665,9.987341772151899,4496.382236003876,31.83989977836609,google-bert/bert-base-uncased,lora,90
0.3555038869380951,0.8665266946610678,0.8665266946610678,0.40962761567974826,0.8569594602447452,28.1228,474.206,1.885,10.0,5010.07138133049,28.125831365585327,google-bert/bert-base-uncased,lora,95
1.0518115758895874,0.6675164967006598,0.6675164967006598,0.14115992057154153,0.5850392732439619,80.0363,166.624,0.662,10.0,1476.7310814857483,80.0400984287262,google-bert/bert-large-uncased,lora,5
0.6611315608024597,0.7709208158368326,0.7709208158368326,0.2678285252103531,0.73156999909191,79.4701,167.812,0.667,9.886227544910179,2581.1600952148438,79.47439289093018,google-bert/bert-large-uncased,lora,10
0.5424700975418091,0.8046640671865627,0.8046640671865627,0.2973716810876953,0.7674593262797739,79.5624,167.617,0.666,9.92430278884462,2798.7910544872284,79.56585240364075,google-bert/bert-large-uncased,lora,15
0.47524645924568176,0.8243101379724055,0.8243101379724055,0.31192834566817224,0.7873245640963779,79.9612,166.781,0.663,10.0,3492.214450597763,79.96469974517822,google-bert/bert-large-uncased,lora,20
0.43554019927978516,0.8371325734853029,0.8371325734853029,0.33943545400819486,0.8103160790659244,79.5452,167.653,0.666,9.954436450839328,4625.688915729523,79.54881167411804,google-bert/bert-large-uncased,lora,25
0.42395415902137756,0.840881823635273,0.840881823635273,0.3554452233037993,0.8220169242597196,79.9779,166.746,0.663,9.962075848303392,4821.135458469391,79.98112058639526,google-bert/bert-large-uncased,lora,30
0.3937998414039612,0.8483053389322136,0.8483053389322136,0.3645937766367336,0.8310686081599457,79.6141,167.508,0.666,10.0,6985.062531709671,79.61723256111145,google-bert/bert-large-uncased,lora,35
0.39273688197135925,0.8534793041391722,0.8534793041391722,0.3627782964165137,0.833229770227265,79.7499,167.223,0.665,9.97151424287856,7160.723390579224,79.75327730178833,google-bert/bert-large-uncased,lora,40
0.371102899312973,0.8558788242351529,0.8558788242351529,0.3841633433383581,0.8427936650433924,79.7201,167.285,0.665,9.974700399467377,8067.708222389221,79.72317719459534,google-bert/bert-large-uncased,lora,45
0.36951321363449097,0.8565536892621476,0.8565536892621476,0.3784696293205126,0.8411084008032212,83.2872,160.121,0.636,10.0,8241.24964427948,83.29005026817322,google-bert/bert-large-uncased,lora,50
0.34987518191337585,0.8640521895620876,0.8640521895620876,0.3996430556032031,0.853096400077223,79.809,167.099,0.664,9.97928026172301,9682.579672813416,79.81197786331177,google-bert/bert-large-uncased,lora,55
0.3554075360298157,0.8594781043791242,0.8594781043791242,0.40873183004187985,0.8518545991974943,80.3208,166.034,0.66,9.98101898101898,9700.28265953064,80.32373046875,google-bert/bert-large-uncased,lora,60
0.3383108675479889,0.866376724655069,0.866376724655069,0.41454366803928594,0.858753247005936,92.9412,143.489,0.57,10.0,10569.880352258682,92.94414901733398,google-bert/bert-large-uncased,lora,65
0.32902294397354126,0.8673515296940612,0.8673515296940612,0.4306486577734262,0.860502095053894,80.1901,166.305,0.661,9.983718937446444,11998.21753501892,80.19298982620239,google-bert/bert-large-uncased,lora,70
0.33669570088386536,0.8675764847030594,0.8675764847030594,0.4066357002362356,0.8580405933684414,79.9327,166.84,0.663,9.984812150279776,11957.381419181824,79.93620181083679,google-bert/bert-large-uncased,lora,75
0.32730185985565186,0.8689262147570486,0.8689262147570486,0.4156840905539773,0.8611331812307716,81.8277,162.977,0.648,10.0,12684.2908847332,81.83077597618103,google-bert/bert-large-uncased,lora,80
0.3412039577960968,0.8710257948410318,0.8710257948410318,0.37586956247014836,0.8412418934245797,79.9684,166.766,0.663,9.986591390261115,12420.765117645264,79.97168183326721,google-bert/bert-large-uncased,lora,85
0.3168037533760071,0.8744751049790042,0.8744751049790042,0.46025858369042416,0.869726530818666,79.1746,168.438,0.669,9.987341772151899,12978.617994785309,79.17775845527649,google-bert/bert-large-uncased,lora,90
0.31310856342315674,0.8788242351529694,0.8788242351529694,0.45006246333068567,0.8724325908047726,79.4812,167.788,0.667,10.0,13541.799327850342,79.48421955108643,google-bert/bert-large-uncased,lora,95
0.6248776316642761,0.782618476304739,0.782618476304739,0.27304477073153816,0.7444821684376028,26.3557,506.001,2.011,10.0,490.8002245426178,26.358620643615723,FacebookAI/roberta-base,lora,5
0.43292877078056335,0.8420815836832634,0.8420815836832634,0.3323755294954727,0.8098840625958458,26.4438,504.315,2.004,9.886227544910179,709.4131524562836,26.446472883224487,FacebookAI/roberta-base,lora,10
0.3853248655796051,0.8540791841631674,0.8540791841631674,0.359568535561732,0.8297610768087891,26.4934,503.371,2.0,9.92430278884462,935.0742228031158,26.49640703201294,FacebookAI/roberta-base,lora,15
0.35771989822387695,0.8599280143971205,0.8599280143971205,0.39199927484911795,0.8443201184882583,26.5741,501.842,1.994,10.0,1166.2466950416565,26.57747507095337,FacebookAI/roberta-base,lora,20
0.34160202741622925,0.865626874625075,0.865626874625075,0.40630224629768136,0.8522529224786897,26.6045,501.269,1.992,9.954436450839328,1390.8822283744812,26.60722804069519,FacebookAI/roberta-base,lora,25
0.3288293480873108,0.8728254349130175,0.8728254349130175,0.43557384229613594,0.8614147687470142,26.5801,501.728,1.994,9.962075848303392,1611.1840372085571,26.583041429519653,FacebookAI/roberta-base,lora,30
0.3161545395851135,0.876124775044991,0.876124775044991,0.4516279024359694,0.8660125646277484,26.9474,494.889,1.967,10.0,1849.036179304123,26.95054817199707,FacebookAI/roberta-base,lora,35
0.30643948912620544,0.8812237552489502,0.8812237552489502,0.4697897956763709,0.8724835645101678,26.587,501.598,1.993,9.97151424287856,2063.451204776764,26.58993625640869,FacebookAI/roberta-base,lora,40
0.29807695746421814,0.884373125374925,0.884373125374925,0.47941632172686915,0.8766706671417105,26.5393,502.501,1.997,9.974700399467377,2292.7146372795105,26.542596578598022,FacebookAI/roberta-base,lora,45
0.2930358946323395,0.8871475704859029,0.8871475704859029,0.4857789358392663,0.8790746374055031,26.4041,505.073,2.007,10.0,2545.55007481575,26.407028436660767,FacebookAI/roberta-base,lora,50
0.28505975008010864,0.887747450509898,0.887747450509898,0.4936880517354343,0.8812777539950022,26.4799,503.628,2.002,9.97928026172301,2881.9903087615967,26.482965230941772,FacebookAI/roberta-base,lora,55
0.2814796268939972,0.8911967606478705,0.8911967606478705,0.5049613901549265,0.8853126640820344,26.7597,498.361,1.981,9.98101898101898,3072.4130766391754,26.763056755065918,FacebookAI/roberta-base,lora,60
0.27620190382003784,0.8935212957408518,0.8935212957408518,0.5122010100862359,0.8872393991348019,26.6651,500.129,1.988,10.0,3298.6932666301727,26.668339490890503,FacebookAI/roberta-base,lora,65
0.2706279754638672,0.8947210557888422,0.8947210557888422,0.5322772210583293,0.8897989254670552,26.4656,503.899,2.003,9.983718937446444,3516.3042929172516,26.46846318244934,FacebookAI/roberta-base,lora,70
0.26676657795906067,0.8965956808638272,0.8965956808638272,0.5384773950762104,0.8923284410357503,26.3673,505.778,2.01,9.984812150279776,3729.9255583286285,26.37066149711609,FacebookAI/roberta-base,lora,75
0.26249998807907104,0.897870425914817,0.897870425914817,0.5523255949911581,0.8939708149171389,26.6737,499.968,1.987,10.0,3970.4707913398743,26.676830768585205,FacebookAI/roberta-base,lora,80
0.25750160217285156,0.9006448710257948,0.9006448710257948,0.5635078598593097,0.8965130113975399,26.4776,503.671,2.002,9.986591390261115,4191.415966749191,26.48039197921753,FacebookAI/roberta-base,lora,85
0.25550660490989685,0.8992951409718056,0.8992951409718056,0.5591441168860942,0.8954403544096812,47.2211,282.416,1.122,9.987341772151899,4481.948033571243,47.224167585372925,FacebookAI/roberta-base,lora,90
0.25041428208351135,0.903494301139772,0.903494301139772,0.5732549304103095,0.8997582606271943,26.6976,499.52,1.985,10.0,4926.820885181427,26.701156854629517,FacebookAI/roberta-base,lora,95
0.4854680597782135,0.8318836232753449,0.8318836232753449,0.320005107913626,0.7969315670658262,77.1382,172.885,0.687,10.0,1615.2160277366638,77.14128279685974,FacebookAI/roberta-large,lora,5
0.34728944301605225,0.8699760047990401,0.8699760047990401,0.39965106749439727,0.8552289640760566,89.2256,149.464,0.594,9.886227544910179,2104.399683713913,89.22895884513855,FacebookAI/roberta-large,lora,10
0.31110629439353943,0.8820485902819436,0.8820485902819436,0.4419979895253635,0.8713061890014459,89.0455,149.766,0.595,9.92430278884462,2915.1600692272186,89.0491132736206,FacebookAI/roberta-large,lora,15
0.2900700867176056,0.8872975404919016,0.8872975404919016,0.47727757378424085,0.8790961037137994,89.3814,149.203,0.593,10.0,3615.0487275123596,89.38427805900574,FacebookAI/roberta-large,lora,20
0.27725619077682495,0.8942711457708459,0.8942711457708459,0.5129945890964261,0.889080956369055,89.5031,149.0,0.592,9.954436450839328,4279.531312465668,89.50646877288818,FacebookAI/roberta-large,lora,25
0.2669922113418579,0.898995200959808,0.898995200959808,0.532644745460937,0.8949482066971209,88.9324,149.957,0.596,9.962075848303392,5011.835912466049,88.93630337715149,FacebookAI/roberta-large,lora,30
0.25702381134033203,0.9003449310137972,0.9003449310137972,0.5369475716255959,0.8958736386402735,77.1492,172.86,0.687,10.0,5801.557203292847,77.1524908542633,FacebookAI/roberta-large,lora,35
0.2490360140800476,0.9043191361727655,0.9043191361727655,0.5566224543787864,0.9004331251215663,77.2701,172.589,0.686,9.97151424287856,6309.161207914352,77.2733736038208,FacebookAI/roberta-large,lora,40
0.24112218618392944,0.9058188362327535,0.9058188362327535,0.5662294193592395,0.9023666877507942,76.9594,173.286,0.689,9.974700399467377,6973.140453338623,76.96243262290955,FacebookAI/roberta-large,lora,45
0.23640044033527374,0.9071685662867427,0.9071685662867427,0.5894267217450664,0.9047565485850231,76.9592,173.287,0.689,10.0,7645.7318024635315,76.96281003952026,FacebookAI/roberta-large,lora,50
0.2319503277540207,0.9088932213557288,0.9088932213557288,0.6233438375868834,0.9071705773276494,76.88,173.465,0.689,9.97928026172301,8296.782436847687,76.88322973251343,FacebookAI/roberta-large,lora,55
0.22573550045490265,0.9112177564487103,0.9112177564487103,0.659542060068319,0.9098973895001918,77.4253,172.244,0.685,9.98101898101898,8955.045102834702,77.42828917503357,FacebookAI/roberta-large,lora,60
0.22039850056171417,0.9139172165566887,0.9139172165566887,0.6634087779147607,0.9122038201575715,77.456,172.175,0.684,10.0,9652.926035881042,77.4591109752655,FacebookAI/roberta-large,lora,65
